0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17178,15877,563,15795
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10965,21767,22282
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20878,17975,8344,4768
0,0,0,0,0,0,0,0,0,0,0,0,0,7659,7616,11348,7688,12770,21867,8339,17463,8202
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5187,9535,8433,12028,22541
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5389,20373
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5916,3747,851,22534,4113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9820,2808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459
0,0,0,0,0,0,0,0,17760,12143,7270,5049,3629,4946,14139,1011,14490,8211,1270,2999,2999,13852
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14761,11992,18882,6587,15471
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14287,11273,4223,7321
0,0,0,0,0,0,0,0,0,0,0,0,14087,16131,6444,5631,6393,8770,7182,7688,8265,16131
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14410
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16809,20451,3629,16809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18214,9256,21725
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,19264,15560,270,17760,14188,3093
0,0,0,0,0,0,0,0,0,0,13833,7832,14829,9481,14564,7201,20571,14635,18813,8872,5347,1599
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11657,16545,18212,92,12082,20808
0,0,0,0,0,0,0,0,0,0,4223,17864,9019,5399,16162,1235,11149,14310,10044,6749,17178,18947
0,0,0,0,0,0,0,0,0,0,0,0,22277,9203,2569,13379,9848,17711,21948,14606,15225,6444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18952,17471,14053,6398
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9642
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11377,21587
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21400,8189,8992,15518,18380
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13802,20835
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8049,22223,22534,9979,1477,6587,225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9711,545,16039,11657
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11714,15295,19797,6584
0,0,0,0,0,0,0,0,0,0,0,0,0,8222,12875,11605,6268,11319,15624,2209,1956,22369
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14241,21281,6278,10830,19659,1410,19666
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21188,17393,12507,15792,11634,9153,15859,11822
0,0,0,0,0,0,0,0,9437,14195,21084,18433,22244,19797,8265,3093,9814,7529,2917,12606,14789,7949
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,4490,12119,3180,12683,4223
0,0,0,0,0,0,0,0,0,0,0,6587,8459,2238,5982,13996,18177,9049,6097,17516,11940,15381
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,18981,2815,14287,7949
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349,2808,18285,12143,563,13589
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569,21625,8992
0,0,0,0,0,0,0,0,0,0,0,0,0,16039,22244,18097,4946,6393,8770,21587,7688,12683
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18253,1940,13541,12090,2238,9674
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14241,20081,10830,6746
0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,652,13778,991,5666,20054,5051,17516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19488,14077,13955,15456
0,0,0,0,0,0,0,0,0,0,0,6393,8770,21182,4100,17595,12978,2911,3242,3723,8080,88
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9033,12733
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6587,2488,17196
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,17262,16280
0,0,0,0,0,0,0,0,0,8144,5982,9768,5437,10368,347,11209,7662,22676,12931,16442,18007,19186
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15453,3850,5051,1011,1880,19777
0,0,0,0,0,0,0,0,0,0,0,0,14287,20276,2488,16809,12143,14367,4108,17168,9564,8419
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5431,9153,17877
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6097,683,20869,9153
0,0,0,0,0,0,0,0,0,0,0,9820,16809,7688,1025,9281,19591,4006,14788,13119,1011,10830
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5417,10610,17213,8958,4525,21101,14555
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12234,12119,4332
0,0,0,0,0,0,0,0,0,0,0,0,0,17178,2423,11970,18419,13336,11970,11970,8774,18322
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19915
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13802,18621,13646,3807,11992,10040,1790,6444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4604,2201,14188,9767,12670,10441,2808
0,0,0,0,0,0,0,0,0,0,0,0,0,19365,7949,17802,21064,15795,8144,10830,20477,11241
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,11434,21541,932,16496
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9674,6587,13778,10074,1453,17605
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21432,7398
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18652,7189,21281,12948,13538,12935
0,0,0,0,0,0,0,0,0,0,0,15695,19520,18433,18117,4839,14479,16534,20156,20588,12553,9549
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2470,5916,6246
0,0,0,0,0,0,0,0,0,0,5222,16290,19170,21587,4364,19288,10621,5708,3256,3007,2789,9820
0,0,0,0,0,0,0,0,0,0,0,0,7260,1618,8144,12665,14706,19824,13016,15206,10966,16543
0,0,0,0,0,0,0,0,0,0,0,0,0,0,11279,7350,9765,6451,19170,4223,3656,1278
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,13172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13209,18776,11396,3180,19603
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9207
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14066,2818
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21400,10568,1984,13736,7015,21176
0,0,0,0,0,0,0,0,0,0,21293,4244,1619,2045,8907,18431,20590,4223,22462,1410,15928,6244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430,20899,10762,7826,7949
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8509,20563,18312,21501,18286,8501,21342
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10074
0,0,0,0,0,0,0,0,0,0,0,0,0,1011,8737,19374,11204,10830,14053,1011,12085,16891
0,0,0,0,0,0,0,0,13636,14495,17541,6489,9790,1132,12119,21948,14505,19797,6374,17508,8801,1899
0,0,0,0,0,0,0,0,0,0,0,0,0,6537,9994,509,10054,15828,6537,10054,3078,13312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22614,13768,19797,14066,5740,16809,1403
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3311,19558,2808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9315,14287,16290,12946
0,0,0,0,0,0,0,0,0,0,14053,3180,1006,10830,2188,1534,3599,2895,21213,4364,88,7201
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513,12390,4223,2249,6413
0,0,0,0,0,0,0,0,0,0,0,3429,18733,16798,5005,20115,5005,5930,7596,12758,20115,15795
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10074,8372,10582,3405,8018,234
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15695,10829
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,18072,1453,5607,4223,535,3093
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9338,22291,6493,7950,19797,20241,17968
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15353,19818,527,11487,12916
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15966,3156,15144
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17677,1140,19405,15418,14792
0,0,0,0,0,0,0,0,0,0,0,12683,20092,3180,1132,6587,14636,12770,11992,9823,21837,18859
0,0,0,0,0,0,0,0,0,0,0,0,7676,8344,6006,8144,10201,9989,11992,17516,21834,11149
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15695,16533
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16454,3180,17168,8953,14053,21188
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,13852,10209,19797,10524,18630
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10217,8344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16543,7688,19374,5631,8683,9153,15599,22120,17720
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21781,5359,11124,14159
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13697,22649,7949,462,8908,15716,7992,11445
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8202,15386
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6285,2808,16809,4713
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,14118,13687
0,0,0,0,0,0,0,0,0,0,0,5862,8639,8144,14054,12787,11765,58,20027,14789,10841,11402
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18635,6829
0,0,0,0,0,0,0,0,0,0,0,0,0,457,1791,6584,11149,4741,3180,3501,17406,3093
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15685,14524,270,19797,5389,2188
0,0,0,0,0,0,0,0,0,0,0,0,0,17168,13493,20193,7083,12361,4113,20878,6285,17711
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20661,2247,9949,10830
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,11800,2723,13753,8372,2752,18212
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4223,8344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12733
0,0,0,0,0,0,0,0,0,0,0,0,0,1802,1364,5982,14417,6850,1128,14056,21730,1802
0,0,0,0,0,0,0,0,14188,7505,17752,22442,20964,949,10410,10330,20361,19223,9998,10924,9820,16716
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,16809,15031,22504,5042,8222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19075,3436,18978
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,1263,9660,15386,21084,6786,3093
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20899,16533,3102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8713,15777,19594
0,0,0,0,0,0,0,0,0,0,0,0,6097,15828,1453,8683,10128,14053,19824,13276,19824,780
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,14592,8318
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,22225,14155,12313,6709,1984,15768,9820
0,0,0,0,0,0,0,0,0,0,17176,17178,21127,19307,13793,4517,17178,19422,13740,9153,10228,22225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10074,9315,22369,88
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11604,11992,4716,1147,15795,12770
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22277
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4620
0,0,0,0,0,0,0,0,0,0,0,14053,10830,14823,17726,13969,3180,4113,11714,20202,21101,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10410,13288,14623,7534,16809,6996
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5916,22442,15302,18253,3961,2993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14241,21231
0,0,0,0,0,0,0,0,0,0,19558,9744,5359,20674,4223,8344,19797,15930,4880,9969,3388,3093
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22314,19966,21857,9469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6424,10830
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5754,5442,21632,7148,1738
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21189
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6587,17820,22620,10944,21147,22385,7015,15357
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8484,8484,20301,17139,5389,22708
0,0,0,0,0,0,0,0,0,0,0,12898,21009,10207,16543,21386,4223,9765,16543,12090,11682,19804
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22574,3484,14345,14813,5958
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22244,5916,1686,1758,10830,2897
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15695,3956,9338,18785,9274
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10453,17829,16039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5056,3073
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20725,21541,1452,12989,2903,22047,2988
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180,3723,12770,16431
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14241,10830,9976
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19019,240,18117,16891,3048
0,0,0,0,0,0,0,0,0,0,0,0,0,6587,5014,6587,3180,5389,6444,12361,12188,21117
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4006,10937,10046
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9820,16809,18072,9732,15697,13802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11992,7772,11007
0,0,0,0,0,0,0,0,0,0,0,2808,12906,17771,9456,6348,22566,9820,10119,5235,11564,11564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,1810,11995,11908,14812,6577
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9033,5537,19951,12737,14053,21948,5857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,11765
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12638,3180,4364,18816,12143,6988
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4713,158,19797,21932
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5301,8513
0,0,0,0,0,0,0,0,0,0,0,0,19022,6246,18663,498,3418,14223,18392,6674,6246,3093
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20899,240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,19797
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15386,10830,10830,11313,19944,18669,15795,10228
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6121,4970,15695,10410,19131,8130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6054
0,0,0,0,0,0,0,20656,22257,16809,16337,13512,19847,13512,4543,20507,320,12019,2723,19847,10438,18953
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,20369,19857,7534,19706,19253,7949,13119
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14241,10830,20081,4623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10582,1254,22002,12881,20832,5389,7949,22703
0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,9263,10621,3723,5389,88,3336,20470
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9496,19492,22566,8160,12730,17990,12181
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17098,10337,19033,6709,14287,11705,21661,9793
0,0,0,0,0,0,0,0,0,0,0,0,10449,2901,18072,13355,10449,9274,6813,15801,15859,15593
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808,7688
0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,12361,8985,474,3072,17516,16809,4331
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22115,9643,21710,12770,20092
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14241,15928,3180,8714,14053,2188,12481,10830
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850,225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6097,19650
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20899,18494,382
0,0,0,0,0,0,0,0,0,0,0,2809,12954,780,16163,3180,14389,12737,11908,18738,4358,1058
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8372,4332,4990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3629,16809,19266
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,450,11519,1704,9820
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17720,5014,20206
0,0,0,0,0,0,21884,17455,7361,6074,5613,21884,17455,22565,2723,18072,16809,6248,10582,5103,20329,22515
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22244,3633,13305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6709,15245,947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19857,2366,15103
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809,15225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10437,10437,21855,13793,15361,20836
0,0,0,0,0,0,0,0,0,0,0,18744,1927,1058,9261,19689,12504,18049,3762,11992,16431,1098
0,0,0,0,0,0,0,0,0,0,0,0,0,16039,1675,11992,12758,9976,12456,5180,5557,9153
0,0,0,0,0,0,0,0,0,0,0,18663,10995,12946,3747,3180,3093,11207,19005,12638,4307,14564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180,13749,1453,18214,17726,12683
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20427,16809
0,0,0,0,0,0,0,0,0,8670,5051,12955,17516,614,12746,750,12955,7947,15801,17516,18177,12683
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15859,8992,18391,3508
0,0,0,0,0,0,0,0,0,0,0,0,0,0,11992,4113,7688,3738,17168,8211,14389,15280
0,0,0,0,0,0,0,0,0,0,0,0,2808,18072,4590,6865,2743,83,2131,10009,12090,806
0,0,0,0,0,0,0,0,0,0,0,0,3152,22298,22510,12762,21587,21900,10830,13379,18813,15593
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17168,15050
0,0,0,0,0,0,0,0,0,4223,22037,11604,8816,13299,10201,2539,16543,15386,22037,22496,13308,9535
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4223,8344,19825,10830,16343,4006,10128,8344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19432,7953,14998,21900,6444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188,22277
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17726,8202,16106,10830
0,0,0,0,0,0,0,0,0,0,0,0,0,19210,12828,1343,11333,2848,18928,16809,19546,16531
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14900,17720
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6038,12789,20899,10762,8372,16447
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16280,4497,12265,7949,5370,5386
0,0,0,0,0,0,0,17694,7534,88,11145,11549,20337,3128,9949,12836,14188,12002,14241,21768,15649,17799
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14241,13627,10830,6274,1082,15145,11682,12770
0,0,0,0,0,0,0,0,0,0,0,0,13802,2259,1535,17760,278,10830,7949,12733,5049,4623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14241,20081,10830
0,0,0,0,0,0,0,0,0,0,0,0,18354,22387,21128,10793,19825,927,4926,13833,14192,2809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4006
